smiles,score,name
CCC[CH:1]=CC(=O)c1ccccc1,-18.094197593,baldiELEC323
CC(C)[CH:1]=[N+](C)C,-10.0020577415,baldiELEC324
CCC(C)[C+:1](c1ccccc1)C(C)C,0.5787846205784352,baldiELEC325
CCC(=[C:1](C)c1ccccc1)C#N,-26.0594320516,baldiELEC326
C[O+]=[CH:1]c1ccccc1,1.1804440602,baldiELEC327
CCC[C+:1](C)C=Cc1ccccc1,1.0077099666,baldiELEC328
CCC(CC)[C+:1](c1ccccc1)C(CC)CC,-0.3338389433,baldiELEC329
C[CH+:1]C=C,9.3281745093,baldiELEC330
CCC(=[C:1](C(C)C)C(C)C)[N+](=O)[O-],-17.3912847056,baldiELEC331
CCC[CH:1]=CC(=O)C,-19.5102713516,baldiELEC332
CCC[CH:1]=C(C(C)C)[N+](=O)[O-],-14.3883287414,baldiELEC333
CC(C)[C:1](=O)N(C)C,-35.58441090469083,baldiELEC334
CC[CH:1]=C(C#N)C(C)C,-25.2420162646,baldiELEC335
CCC[C:1](=O)OC(CC)C(C)C,-31.2766948058,baldiELEC336
CCC[CH:1]=C(C)[N+](=O)[O-],-13.1991329924,baldiELEC337
CCC[C+:1](CCC)C=CC,2.0310077926,baldiELEC338
C[CH:1]=[O+]C(C)(C)C,2.4571954804,baldiELEC339
CCC[CH:1]=C(C)C(=O)CC,-22.0802723897,baldiELEC340
CC[C:1](=O)CC(C)(C)C,-30.2637561131,baldiELEC341
C[C:1](=O)C(C)(C)C,-28.4449547466,baldiELEC342
C[C:1](=[NH2+])c1ccccc1,-9.6946074375,baldiELEC343
CC(C)O[C:1](=O)c1ccccc1,-29.5601885171,baldiELEC344
CC(C)(C)[C+:1](c1ccccc1)c2ccccc2,4.2557325207,baldiELEC345
CC[CH+:1]C=CC,5.1170596976,baldiELEC346
CCC[C:1](=C(C#N)C(C)C)CCC,-27.7386393088,baldiELEC347
CC[C+:1](CC)C=CC,2.1421551681,baldiELEC348
CC[O+]=[CH:1]C(C)C,2.5463933755,baldiELEC349
[CH2:1]=N,-29.5445211857,baldiELEC350
CC(C)C[C:1](=O)CC(C)(C)C,-31.6943733388,baldiELEC351
CCC[C+:1](CCC)c1ccccc1,4.6405069164,baldiELEC352
CCC(CC)[C:1](=O)OC(CC)CC,-32.8923914845,baldiELEC353
CCC[C:1](=O)C(C)CC,-29.1081921454,baldiELEC354
CCC[C:1](=CC(=O)C)C,-21.7817649849,baldiELEC355
CC[C:1](=N)C(C)C,-36.0083332328,baldiELEC356
CC[C+:1](C)C=Cc1ccccc1,0.8228187592395332,baldiELEC357
CC[C+:1](Cc1ccccc1)CC(C)C,6.6928295126,baldiELEC358
CC[C:1](=[O+]C(C)(C)C)C,-3.521774282,baldiELEC359
C[C:1](=[OH+])c1ccccc1,-1.037944503046769,baldiELEC360
CC(C)[C:1](=O)OCc1ccccc1,-29.5734104816,baldiELEC361
CC[CH:1]=[O+]C(C)C,1.6585311384,baldiELEC362
CCC(C)[C:1](=O)C(CC)CC,-31.6969679279686,baldiELEC363
CCC(C)[C+:1](c1ccccc1)C(CC)CC,0.3314811681,baldiELEC364
CCC[C:1](=C(C)C(=O)CC)CC,-24.9167859564,baldiELEC365
c1ccc(cc1)C[C:1](=O)N,-32.0474915165,baldiELEC366
CCC[CH:1]=CC(=O)CC,-20.3540772267,baldiELEC367
CC(C)[N+](=[CH2:1])C(C)C,-9.7153177345,baldiELEC368
CC(C)[C:1](=O)NC,-36.8667502057,baldiELEC369
CCC(C(C)C)O[C:1](=O)C,-30.8332942747,baldiELEC370
CCC[C+:1](CCC)C=C,5.4126862923,baldiELEC371
[CH2:1]=[NH2+],-2.9325583256,baldiELEC372
CC[C:1](=C[N+](=O)[O-])c1ccccc1,-14.8560011861,baldiELEC373
CC[C+:1](CC(C)C)C(C)C,3.8008001317,baldiELEC374
CC(=[C:1](C)c1ccccc1)C#N,-25.3376273051,baldiELEC375
CC(C)[C:1](=[OH+])C(C)C,-1.8749475597,baldiELEC376
CC[C+:1](Cc1ccccc1)C(C)(C)C,7.0547169053,baldiELEC377
CC(C)[C+:1](Cc1ccccc1)Cc2ccccc2,7.9706451078,baldiELEC378
